Hits Away From Home,In The Court Of The Crimson King,King Crimson
Back To School,Catholic School Girls Rule,Red Hot Chili Peppers
Angst,Green Eyes,Wavves
Angst,Come In Alone,My Bloody Valentine
Angst,Bulletproof,La Roux
Ninja Tune,Twice the First Time,Saul Williams
Ninja Tune,Deliver the Weird,Clifford Gilberto
Ninja Tune,Reanimator,Amon Tobin
threats,Blood On The Quad,Half Man Half Biscuit
Anthropology,Queen of the Savages,The Magnetic Fields
Anthropology,New Dark Ages,Bad Religion
Anthropology,Slow Down You Grave Robbing Bastard,The Meteors
Anthropology,Raiders March,John Williams
Odd,Strange Phenomena,Kate Bush
Odd,The Odd Couple,Earnest Tubb and Loretta Lynn
Song Of My People,My Favorite Things,Maria
Song Of My People,Invincible,Pat Benatar
Song Of My People,Uptown,Prince
Song Of My People,Latchkey Kids,Good Tiger
Song Of My People,Bangla Desh,George Harrison
Song Of My People,Kids in America,Kim Wilde
Halloween Season,Night of the Vampire,Roky Erickson
Stuttering,Barbara Ann,Beach Boys
Stuttering,Sussudio,Phil Collins
Stuttering,Into The Light,Siouxsie and The Banshees
Stuttering,The Logical Song,Supertramp
Floods,The Same Deep Water As You,The Cure
Floods,Tread Water,De La Soul
Floods,Flood II,Boris
Floods,The Flood,Take That
Shuffle,Birdmad Girl,The Cure
Shuffle,Clash City Rockers,The Clash
Shuffle,No Place to Fall,Kevin Morby
Shuffle,From A Mountain In The Middle Of The Cabins,Panic At The Disco
Shuffle,Lost Highway,Nitty Gritty Dirt Band
Shuffle,Nobody But Me,The Human Beinz
Shuffle,The Battle Of Evermore,Led Zeppelin
Storms,Rain,The Beatles
Storms,Blame It On the Rain,Milli Vanilli
Labor,Lowly Carpenter,Mischief Brew
Labor,Career Opportunities,The Clash
Labor,Get Back In Line,The Kinks
Labor,There is Power in a Union,Joe Glazer
Awesome names,Death to All Culture Snitches,Two Lone Swordsmen
Change,Linkin Park,Breaking The Habit
Changeless,The Same Old Me,Ray Price
Change,Change,Those Attractive Magnets
Change,Not the Same,Ben Folds
Change,Change,Killing Joke
Change,Witness the Change,Pete Shelley
Change,Going Through Changes,The Samples
Good Advice,Take Your Mama,Scissor Sisters
The Sun,The Sun,The Microphones
The Sun,Looking At The Sun,Matthew Sweet
The Sun,Yellow Sun,The Raconteurs
The Sun,Run to the Sun,Erasure
The Sun,Sun Lips,Black Moth Super Rainbow
The Sun,Sheryl Crow,All I Wanna Do
The Sun,Fat Old Sun,Pink Floyd
The Sun,Sun Is Out,The Apples In Stereo
The Sun,Sunny,Leonard Nimoy
The Sun,Infernalis,Immediate Music
The Sun,Island In The Sun,Harry Belafonte
The Sun,Living In the Sunlight,Tiny Tim
The Sun,Sunshine,Samiam
Fake News,News Of The World,The Jam
Fake News,What We Call The News,JibJab
Hits Away From Home,Drugs In My Pocket,The Monks
Back To School,Little School Girl,Billy Garner
Back To School,Schoolboy,Grouplove
Back To School,Weird In My School,The Pixies
Back To School,Bad Luck Streak In Dancing School,Warren Zevon
Back To School,Back to School,Billy Madison
Angst,School,Nirvana
Angst ,Know your enemy,Green Day
Angst,Not Afraid,Eminem
Angst,I Just Want To Have Something To Do,The Ramones
Angst,Radio,Alkaline Trio
Angst,Teenage Dirtbag,Wheatus
Angst,Violet,Hole
Angst,Forever Young,Alphaville
threats,You Better Run,Pat Benatar
Anthropology,My Old Man,The Smothers Brothers
Anthropology,Human,The Killers
Jive,Tired Of Your Jive,BB King
Jive,Hit That Jive,Gramatik
Jive,The Scenario,A Tribe Called Quest
Jive,Java Jive,The Ink Spots
Jive,Juke Box Jive,Rubettes
Jive,Rhine Jive Click,Guided By Voices
Jive,Our Love Will Last,The Jivers
Jive,Jiving Sister Fanny,Rolling Stones
Jive,Do You Love Me,The Contours
Not on the Soundtrack,Abduction At Airport from Big Trouble in Little China,John Carpenter
Not on the Soundtrack,Dissolved Girl,Massive Attack
Not on the Soundtrack,The Nightclub Brawl from Indiana Jones and the Temple of Doom,John Williams
Not on the Soundtrack,Heaven Is A Place On Earth,Belinda Carlisle
Odd,Odd Look,Kavinsky
Even,Even Less,Porcupine Tree
Odd,Lucky Number,Lene Lovich
Odd,Oddity,The Clean
Song Of My People,Here Comes Your Man,Pixies
Song Of My People,Rise Above,Black Flag
Song Of My People,TCR,Song of My People Sleaford Mods
Song Of My People,Oh England My Lionheart,Kate Bush
Song Of My People,King of Spain,Moxy Fruvous
Song Of My People,Tarzan Boy,Baltimora
Soft Drinks,Sweet and Dandy,Toots and the Maytals
Soft Drinks,Children of Marx and Coca Cola,The Lovefools
Soft Drinks,Brilliant Mistake,Elvis Costello
Leaving Home,Promised Land,Chuck Berry
Leaving Home,Step Back,Cringer
Halloween Season,Halloween,Mastodon
Halloween Season,Kinda Lingers,Here Come the Mummies
Halloween Season,Goo Goo Muck,Ronnie Cook
Halloween Season,This Masquerade,Leon Russell
Halloween Season,Never Come Back,Kas Product
Halloween Season,Martian Monster,Phish
Stuttering,The Caterpillar,The Cure
Stuttering,Rave On,Buddy Holly
Stuttering,I Want Your Sex,George Michael
Stuttering,See You Again,Miley Cyrus
Stuttering,Katmandu,Bob Seger
Stuttering,Laser Cannon Deth Sentence,Dethklok
Floods,The Flood,Katie Melua
Floods,Flood to Flood,Liars
Floods,Swimming in the Flood,Passion Pit
Floods,Floods,Pantera
September,September Sun,Type O Negative
September,September Morn,Neil Diamond
September,Talking To The Moon,Don Henley
September,Blood On The Moon,Racquet Club
Shuffle,One PM Again,Yo La Tengo
Shuffle,Long Gone Lonesome Blues,Hank Williams Sr
Shuffle,A Better Version,King Tubby
Shuffle,Makeba,Jain
Shuffle,Cruel Summer,Bananarama
Storms,We Are the Storm,Dillinger Escape Plan
Storms,Stormbringer,Deep Purple
Storms,The Approaching Storm,Chicago
Awesome names,Extraterrestrialmonstrositymultigenremegasuperstargreatestspectacularshowinouterspace,Cleopatra
Awesome names,Unsuccessfully Coping With The Natural Beauty Of Infidelity,Type O Negative
Awesome names,Six Pack,Black Flag
Change,Change,Karnivool
Change,Golden Lights,The Smiths
Change,Roses,ABRA
Changeless,Some People Will Tell You,Sarah Jaffe
Change,Loose Change,Neil Young
Change,Changed The Locks,Lucinda Williams
Change,Changes IV,Cat Stevens
Change,The Real Life,John Mellencamp
Change,Virtual Insanity,Jamiroquai
Good Advice,If You Must,Del The Funky Homosapien
Good Advice,Find Out,Devo
The Sun,Sunshine,Low
The Sun,Judy Staring at the Sun,Catherine Wheel
The Sun,listen for the sun,the eames era
The Sun,The Sun Myth,Sun Ra
The Sun,A Man Called Sun,The Verve
The Sun,Eclipse,Veil Of Maya
The Sun,Can You Tell Me How to Get to Sesame Street,Joe Raposo
The Sun,Mister Sun Song,Barney
Fake News,It Says Here,Billy Bragg
Fake News,Uprising,Muse
