Nuclear War,Love Missile F1-11,Sigue Sigue Sputnik
Nuclear War,Lovers in a Dangerous Time,Bruce Cockburn
Nuclear War,Man at C&amp;A,The Specials
Nuclear War,Manhattan Project,Rush
Nuclear War,Maralinga,Urban Guerrillas
Nuclear War,Massive Retaliation,Sigue Sigue Sputnik
Nuclear War,Mediate,INXS
Nuclear War,Merry Minuet,Kingston Trio
Nuclear War,Missiles,The Sound
Nuclear War,Mutually Assured Destruction (M.A.D.),Gillan
Nuclear War,Nagasaki Nightmare,Crass
Nuclear War,New Frontier,Donald Fagen
Nuclear War,North Winds Blowing,The Stranglers
Nuclear War,Nuclear Attack,Gary Moore
Nuclear War,Nuclear Cop,Redgum
Nuclear War,Nuclear War,New Politics
Nuclear War,Nuclear War,Yo La Tengo
Nuclear War,On the Beach,The Comsat Angels
Nuclear War,Paranoid Chant,Minutemen
Nuclear War,Party at Ground Zero,Fishbone
Nuclear War,Planet Earth,Duran Duran
Nuclear War,Political Science,Randy Newman
Nuclear War,Protect and Survive,Runrig
Nuclear War,Red Rain,Peter Gabriel
Nuclear War,Red Shadows,T.S.O.L.
Nuclear War,Ride the Wind,Crazy Planet
Nuclear War,Russians,Sting
Nuclear War,Seconds,U2
Nuclear War,Stop the World,The Clash
Nuclear War,Strike Zone,Loverboy
Nuclear War,Sunrise,Icehouse
Nuclear War,Thank Christ for The Bomb,Groundhogs
Nuclear War,Time Will Crawl,David Bowie
Nuclear War,Tropicana,Gruppo Italiano
Nuclear War,Twilight Gods,Helloween
Nuclear War,Warhead,UK Subs
Nuclear War,We Don't Want No Nuclear War,Peter Tosh
Nuclear War,We Will All Go Together When We Go,Tom Lehrer
Nuclear War,We Will Become Silhouettes,The Postal Service
Nuclear War,Winds of Change,Scorpions
Nuclear War,Wooden Ships,Crosby, Stills &amp; Nash
Nuclear War,World Destruction,Time Zone
Nuclear War,1999,Prince
Nuclear War,2 Minutes to Midnight,Iron Maiden
Nuclear War,99 Luftballons,Nena
